,,,,,,,,,,,,,,,,,,,,
         Opportunities,,,,,,,,,,Instructions:,"Enter your Opportunities in the table below. An Opportunity is a deal, potential sale, or any other business opportunity. 
The Opportunities listed here can be referenced via dropdowns in the other input sheets.",,,,,,,,,
,NO PRIORITY,PURDUE,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,0,,
,NO PRIORITY,Ralphie's Fun center,Kaufholds bb hotdog,4/23/2025,4/21/2025,,Sampled/Visited invite-3,,,,,,,,,,,,,
,A,RED BARON (THE),Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,RHODE ISLAND SCHOOL,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,RIVERWALK GRILL,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,Roots Pizza,Never Better,2/19/2025,2/17/2025,Open,Sampled/Visited invite-3,3/14/2025,50.00%,,,,Michell,,,Met with the kitchen staff at the west loop location. They currently use daiya cheese. They also are apart of the 50 restaurant group. I will need to meet with chef at the south loop location.,,A,,
,A,Russ,BB hot dog and kurds,3/6/2025,3/3/2025,open,Sampled/Visited invite-3,2/27/2025,75.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,SAGINAW CLUB,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,salt of the earth,plant based and curds for gfs,2/25/2025,2/24/2025,open,Sampled/Visited invite-3,2/27/2025,75.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,Salvatores,cheese curds,1/22/2025,1/20/2025,open,Sampled/Visited invite-3,2/1/2025,50.00%,Kaufholds,,,Gary,,,,,A,,
,A,saugataco,plant based and curds for gfs,2/25/2025,2/24/2025,open,Sampled/Visited invite-3,2/27/2025,75.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,shulers,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Better Balance,Better Balance hot dogs,,Gary,Walk-In,,,,A,,
,B,Side Lot Brewing,Kaufhold's,2/20/2025,2/17/2025,Open,Sampled/Visited invite-3,3/28/2025,80.00%,Kaufholds,Original White Cheddar,,Michell,,,,,B,,
,B,Side Lot Brewing,Frites Street ,2/20/2025,2/17/2025,Open,Sampled/Visited invite-3,3/28/2025,30.00%,Frites Street,Frites street 3/8,,Michell,,,,,B,,
,A,Slymans Deli,cheese curds frites,1/22/2025,1/20/2025,open,Sampled/Visited invite-3,2/1/2025,25.00%,Frites Street,,,Gary,,,,,A,,
,A,SPECTRUM JUVENILE JUSTICE SERVICES,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,Spirit Elephant,All Vegan,1/14/2025,1/13/2025,Open,Sampled/Visited invite-3,Michell,,Better Balance,Better Balance hot dogs,,Michell,,,,,A,,
,A,ST LAWRENCE,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,ST PETER LUTHERAN SCHOOL ACCOUNT,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,B,STACKED Pancake House,Vaf,1/14/2025,1/13/2025,Open,Sampled/Visited invite-3,Dale,,VAF,All,,,,,,,B,,
,A,SUNY BUFFALO,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,Superior,Annasea bulk,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,1/1/2024,75.00%,Annasea,Unknown,20,Gary,Principal,,Sampled Brad thru Sean. First retail order will have FS samples near 1/15,,,,
,A,SYRACUSE,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,NO PRIORITY,Tamburrino's,Kufholds,3/4/2025,3/3/2025,Open,Sampled/Visited invite-3,,,,,,,,,,,,,
,NO PRIORITY,Tara Mcmurty,"Swap, Better Balance and Land Lovers",4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,Telluride Association,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A+,Testa Produce,VAF,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,2/28/2025,50.00%,VAF,All,,Dale,Networking,,"Need to revisit with Chef David. GFS account, but Piazza would be a better option. ",,,,
,C,Texas corner Specialty Meats,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Better Balance,Better Balance hot dogs,,Gary,Walk-In,,,,C,,
,A,The Duplex,"Vegan, Kaufhold's",1/14/2025,1/13/2025,Open,Sampled/Visited invite-3,Michell,,Better Balance,Better Balance hot dogs,,Michell,,,,,A,,
,NO PRIORITY,The Entrance Restaurant,curds,1/14/2025,1/13/2025,open,Sampled/Visited invite-3,,,,,,,,,,,0,,
,NO PRIORITY,The Entrance Restaurant,curds,1/14/2025,1/13/2025,open,Sampled/Visited invite-3,2/1/2025,,,,,Q,,,,,0,,
,A,The Heartlands,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,The Hoppy Gnome,cheese curds plant based frites,1/22/2025,1/20/2025,open,Sampled/Visited invite-3,2/1/2025,75.00%,Frites Street,,,Gary,,,,,A,,
,A,the hub,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Better Balance,Better Balance hot dogs,,Gary,Walk-In,,,,A,,
,A,The Laundry,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,The Lighthouse,Frites Street,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,1/1/2025,50.00%,Frites Street,Frites street 3/8,,Dale,Distributor referral,,Sampled prepped product-not present for tasting,,A,,
,A,The Ohio State University,Feb on campus showcase,2/25/2025,2/24/2025,open,demo-cookup-6,2/27/2025,75.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,The Ohio State University,Feb on campus showcase,2/26/2025,2/24/2025,Open,demo-cookup-6,5/1/2025,65.00%,Annasea,Bulk pack,,Gary,,,,,A,,
,A,THE PITA POST,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,NO PRIORITY,The Point Sports Bar,"curds, FS",1/14/2025,1/13/2025,open,Sampled/Visited invite-3,,,,,,,,,,,0,,
,NO PRIORITY,The Point Sports Bar,"curds, FS",1/14/2025,1/13/2025,open,Sampled/Visited invite-3,2/1/2025,,,,,Q,,,,,0,,
,A,THE SAWMILL GOLF CLUB,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,NO PRIORITY,The Swing Club,Kaufholds,4/21/2025,4/21/2025,,Sampled/Visited invite-3,,90.00%,Kaufholds,,,,,,,,,,
,A,The Table At Crate ,The Table At Crate ,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,12/4/2024,99.00%,VAF,All,,Michell,Walk-In,,Looking for GFS PFG or Sofo to order thru DOT,,A,,
,C,The Vault Downtown,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,C,,
,NO PRIORITY,Tin Caps Milb Team Fort Wayne,"Poke, cheese curds and Frite street",2/25/2025,2/24/2025,open,Sampled/Visited invite-3,,,Annasea,Bulk pack,,Brent,,,,,0,,
,A,Treetops - Top Of Hill,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,Troy Escape,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,U OF RICHMOND,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,U. LYNCHBURG,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,Union Ale House,Union Ale House,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,1/31/2025,70.00%,Kaufholds,Original White Cheddar,5,Michell,Already Known,,"Principal dropdown is not working. This is for The Cheesecake Factory Bakery. I walked-in, I want to sample with them after the holidays per their request.",,A,,
,A,Union Club,VAF,1/1/2025,12/30/2024,Open,Sampled/Visited invite-3,,,VAF,All,4/wk,Dale,Distributor referral,,,,A,,
,A,University of Dayton,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,A,,
,A,VIRGINIA TECH,Annasea bulk,2/26/2025,2/24/2025,Open,Sampled/Visited invite-3,5/1/2025,65.00%,Annasea,Bulk pack,,Dale,,,,,,,
,NO PRIORITY,Vistro Vegan Fare,"LL, BB, SWAP",3/13/2025,3/10/2025,Open,Sampled/Visited invite-3,,,Better Balance,,,Brent,,,,,,,
,A,Walker Bros,Cheese Curds,1/13/2025,1/13/2025,Open,Sampled/Visited invite-3,Michell,,Kaufholds,Garlic,,Michell,,,,,,,
,A,WASHINGTON TWP SCHOOLS WAREHOUSE,Swap,4/1/2025,3/31/2025,Open,Sampled/Visited invite-3,7/1/2025,80.00%,SWAP,,,Gary,,,Lead from GFS show Novi. Sent email to rep and samples availed,,,,
,A,Western Michigan University,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Better Balance,Better Balance hot dogs,,Gary,Walk-In,,Sold the Better Balance hot dog. ,,,,
,A,Western Michigan University,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Frites Street,Frites street 1/4 ,,Gary,Walk-In,,,,,,
NO PRIORITY,A,Western Michigan University,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Annasea,Bulk pack,,Gary,Walk-In,,,,,,
,A,Western Michigan University,"presented annasea, Frites St., Kaufholds, Kenja, and land lovers and better balance",1/16/2025,1/13/2025,Open,Sampled/Visited invite-3,3/1/2025,50.00%,Kaufholds,Garlic,,Gary,Walk-In,,,,,,
,A,Wicks,plant based and curds for gfs,2/25/2025,2/24/2025,open,Sampled/Visited invite-3,2/27/2025,75.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,A,Wind Creek Casino,"Vaf, FS, Curds",1/14/2025,1/13/2025,Open,Sampled/Visited invite-3,Dale,,VAF,All,,,,,,,,,
,A,Wind Creek Casino,FS,1/14/2025,1/13/2025,Open,Sampled/Visited invite-3,Dale,,Frites Street,,,,,,,,,,
,A,Wind Creek Casino,Wonder Juices,1/27/2025,1/27/2025,Open,Sampled/Visited invite-3,3/3/2025,50.00%,Kayco,,,Dale,,,,,,,
,A,Wings Etc.,land lovers,2/17/2025,2/17/2025,Open,Sampled/Visited invite-3,2/17/2025,50.00%,Better Balance,Better Balance hot dogs,70,Gary,,,Presented to Josh LL/RR/SWAP/Kurds,,,,
,A,Wings Etc.,Bb,2/17/2025,2/17/2025,Open,Sampled/Visited invite-3,2/17/2025,50.00%,Better Balance,Better Balance hot dogs,70,Gary,,,Presented to Josh LL/RR/SWAP/Kurds,,,,
,A,Wings Etc.,rr,2/17/2025,2/17/2025,Open,Sampled/Visited invite-3,2/17/2025,50.00%,Rapid Rasoi,,70,Gary,,,Presented to Josh LL/RR/SWAP/Kurds,,,,
,A,Wings Etc.,swap,2/17/2025,2/17/2025,Open,Sampled/Visited invite-3,2/17/2025,50.00%,Better Balance,,70,Gary,,,Presented to Josh LL/RR/SWAP/Kurds,,,,
,NO PRIORITY,Yancey's Gastropub and Brewery,BB amd Kufholds,2/17/2025,2/17/2025,Open,Sampled/Visited invite-3,,,Better Balance,Better Balance hot dogs,,Brent,,,,,,,
,A,Ziggys,Kaufholds,2/18/2025,2/17/2025,open,Sampled/Visited invite-3,3/1/2025,75.00%,Kaufholds,Garlic,,Gary,,,W/w Atalntic Distributor Rep JOSH CHAMBERS,,,,
,A,Astor Club,"VAF, FS, Juices",1/27/2025,1/27/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,,,
,A,Astor Club,"VAF, FS, Juices",1/27/2025,1/27/2025,Open,Lead-discovery-1,,,Frites Street,,,Dale,,,,,,,
,A,Atlantic Food Distributors ,Kaufholds Kurds Street Program,1/1/2025,12/30/2024,Open,Lead-discovery-1,,,Kaufholds,Unknown,40,Brent,MFB,,,,,,
,NO PRIORITY,Baldwin Wallace,Presented plant based /kurds,1/20/2025,1/20/2025,Open,Lead-discovery-1,2/1/2025,95.00%,Kaufholds,Garlic,,Gary,Walk-In,,,,,,
,NO PRIORITY,Barefoot Republic Camp,"plant based, kufholds",2/18/2025,2/17/2025,Open,Lead-discovery-1,,,Better Balance,Better Balance hot dogs,,,,,,,,,
,A,Beverly CC,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,A,BIBIBOP Asian grill,Plant based,1/1/2025,12/30/2024,On Hold,Lead-discovery-1,2/14/2025,45.00%,Better Balance,Better Balance hot dogs,8,Dale,Principal,,,,,,
,A,cheers in chestertown,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,A,Chicago Diner,Vegan,1/1/2025,12/30/2024,On Hold,Lead-discovery-1,2/10/2025,50.00%,Unknown,Unknown,,Michell,Email,,,,A,,
,A,Classic Cafe,"plant based, indian, annasea",2/18/2025,2/17/2025,Open,Lead-discovery-1,,50.00%,Better Balance,Better Balance hot dogs,,,,,,,A,,
,NO PRIORITY,Clean Eatz,Clean Eatz,1/1/2025,12/30/2024,Open,Lead-discovery-1,6/1/2025,25.00%,VAF,Unknown,,Michell,Walk-In,,Premier GPO and USF supplied-sent Abdale usf codes,,0,,
,NO PRIORITY,Direct Food Services,Mrs. Resslers,3/5/2025,3/3/2025,Open,Lead-discovery-1,,,,,,,,,,,0,,
,NO PRIORITY,Essential Kitchen & Essential Kitchen Cafe ,Better Balance ,1/16/2025,1/13/2025,Open,Lead-discovery-1,2/17/2025,30.00%,Better Balance,Better Balance hot dogs,,Michell,Networking,,,,0,,
,NO PRIORITY,Essential Kitchen & Essential Kitchen Cafe ,Land Lovers ,1/16/2025,1/13/2025,Open,Lead-discovery-1,2/17/2025,30.00%,Better Balance,Better Balance hot dogs,,Michell,Networking,,,,0,,
,NO PRIORITY,Essential Kitchen & Essential Kitchen Cafe ,Verticle Acres ,1/16/2025,1/13/2025,Open,Lead-discovery-1,2/17/2025,50.00%,VAF,Chef's Mix,,Michell,Networking,,,,0,,
,NO PRIORITY,Fabulous Freddies Italian Eatery,Kaufholds ,1/1/2025,12/30/2024,Open,Lead-discovery-1,,50.00%,Kaufholds,Garlic,,Q,Cust Svce,,,,,,
,A,Fairmont Chicago,"VAF, FS, Juices",1/27/2025,1/27/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,Gilt Bar,"VAF, FS, ",2/3/2025,2/3/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,goblin and grocer,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,Gordon Food Service,Annasea bulk pack intro request,1/1/2025,12/30/2024,Open,Lead-discovery-1,11/21/2024,25.00%,Annasea,Unknown,100,Gary,MFB,,Identified catman Alex Jacobs and Jessica Farr ,,A,,
,A,gottleib memorial,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A+,HT Hackney(Paducah),Kaufhold's,2/21/2025,2/17/2025,Open,Lead-discovery-1,,,,,,,,,,,A+,,
,NO PRIORITY,La Catedral ,La Catedral,1/1/2025,12/30/2024,Open,Lead-discovery-1,2/3/2025,20.00%,Unknown,Unknown,,Michell,Walk-In,,,,0,,
,NO PRIORITY,La Catedral ,La Catedral,1/1/2025,12/30/2024,Open,Lead-discovery-1,1/24/2025,30.00%,Frites Street,Frites street home fries,,Michell,Walk-In,,,,0,,
,A,Le Colonial,"VAF, FS, ",2/3/2025,2/3/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,LeTOUR,"VAF, FS, ",2/3/2025,2/3/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,mercy medical,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,A,Mino's Italian,"VAF, FS, ",2/3/2025,2/3/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,Parkhurst Dining,All Abdale ,1/1/2025,12/30/2024,Open,Lead-discovery-1,,,Abdale,Unknown,,Gary,MFB,,,,A,,
,NO PRIORITY,Powers Health,"Swap, Better Balance and Land Lovers",4/21/2025,4/21/2025,Open,Lead-discovery-1,5/9/2025,80.00%,SWAP,,,Dale,,,demo 4/23,,,,
,NO PRIORITY,Rafael's Sports Bar,Kaufholds,4/23/2025,4/21/2025,opem,Lead-discovery-1,,,Kaufholds,,,,,,,,,,
,A,ridge cc,"LL, BB, SWAP",3/10/2025,3/10/2025,Open,Lead-discovery-1,3/31/2025,60.00%,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,D,"Rosebud steakhouse (Munster, IN)",VAF,1/1/2025,12/30/2024,Open,Lead-discovery-1,12/14/2024,100.00%,VAF,All,4/wk,Dale,Distributor referral,,"4 sku's set up; Hyrdo Bibb, Baby Red Romaine, & Mixed. Have appt with Steve Testa and is top Sales Reps on 12/11.",,D,,
,NO PRIORITY,Spencers Coffee,Wonderjuice,3/13/2025,3/10/2025,Open,Lead-discovery-1,,,,,,,,,,,0,,
,A+,Sysco Chicago,VAF,1/1/2025,12/30/2024,Open,Lead-discovery-1,2/15/2025,,VAF,All,,Sue,Already Known,,Met Joe while making calls. Need to set up a meeting to discuss further.,,,,
,NO PRIORITY,The 30 Bird,"LL, BB, SWAP, wonderjuice",3/13/2025,3/10/2025,Open,Lead-discovery-1,,,,,,,,,,,0,,
,A,The Caterist,"VAF, FS, Juices",1/27/2025,1/27/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,A,Towne & Oak,"VAF, FS, ",2/3/2025,2/3/2025,Open,Lead-discovery-1,,,VAF,,,Dale,,,,,A,,
,NO PRIORITY,Willow Oaks Golf Club,Plant based,2/17/2025,2/17/2025,open,Lead-discovery-1,,,Better Balance,Better Balance hot dogs,,brent,,,will drop chef samples,,,,
,A,Artisan Specialty Foods,Annasea bulk,1/1/2025,12/30/2024,Open,Follow-up-4,2/1/2024,50.00%,Annasea,Unknown,200,Dale,MFB,,"Advanced to new vendor application, then send digital for airlines then complete product information on all w bulk pack flavors",,,,
,NO PRIORITY,Baldwin Wallace,Plant based follow up,1/22/2025,1/20/2025,SOLD-7d,Follow-up-4,1/22/2025,0.00%,Better Balance,Better Balance hot dogs,,Gary,,,Chef did not like the texture. Will not move forward.,,,,
,C,Bally's Casino and Hotel,Opp1,1/1/2025,12/30/2024,Open,Follow-up-4,12/10/2024,75%s,Unknown,Unknown,4,Brent,Networking,,,,,,
,A,Crust Brewing,Poke; Curds,1/1/2025,12/30/2024,Open,Follow-up-4,12/31/2024,,Kaufholds,Unknown,4,Dale,Walk-In,,"Great opportunity in Rosemont. Buy curds (think Sysco) the Add spice seasoning. Use Poke, hand-cut at restaurant. Made first connect, offered to revist with samples. Anna is the bartender and identifed Sysco, USF & PFG as suppliers). Need to revisit.",,A,,
,NO PRIORITY,Gemato's Wood Pit BBQ,Product for menu addition,1/1/2025,12/30/2024,SOLD-7d,Follow-up-4,11/13/2024,100.00%,Kaufholds,Unknown,,Q,MFB,,"Bought Jalapeno, Garlic& Original Curds. ",,0,,
,D,PFG=Jordan Gottlieb,Cowboy chips and 3/8 =GFS counter,1/1/2025,12/30/2024,Open,Follow-up-4,1/1/2025,80.00%,Frites Street,Unknown,30,Gary,MFB,,Emailed and texted GFS delay  ,,D,,
,A,Planks Tavern on the Water,Cowboy chips and 3/8 =GFS counter,1/1/2025,12/30/2024,Open,Follow-up-4,1/1/2025,80.00%,Frites Street,Unknown,30,Gary,Principal,,,,A,,
,A,St. Mary's Hospital, Vertical Acres Farm,1/1/2025,12/30/2024,Open,Follow-up-4,,,VAF,Red Romaine,2,Dale,Walk-In,,Quoted pricing on 12/2,,A,,
,B,The Harvest Room,VAF,1/1/2025,12/30/2024,Open,Follow-up-4,2/28/2025,50.00%,VAF,All,3/wk,Dale,Distributor referral,,Chris: They sell no hydroponic. It has not sold in the past. MFB will use PIFs and bring opportunities to Sysco.,,B,,
,A,Timothy's,"VAF, FS, ",1/31/2025,1/27/2025,Open,Follow-up-4,2/15/2025,80.00%,VAF,Chef's Mix,,Gary,,,,,A,,
,A,Western Michigan University,Annasea/on campus showcase request,1/1/2025,12/30/2024,Open,Follow-up-4,12/15/2024,55.00%,Unknown,Unknown,12,Gary,MFB,,Email noted vactatiom. Follow by phone 11/22,,A,,
,A,Gordon Food Service,annasea ,3/8/2025,3/3/2025,Open,Feedback- received-5,3/8/2025,65.00%,Annasea,Bulk pack,,Gary,,,,,A,,
,A,University Center MSU,Kaufholds/FS/Poke,7/8/2025,7/7/2025,Open,Sampled/Visited invite-3,10/1/2025,75.00%,Frites Street,,,Gary,,,Connected to Flip. Wants long hold time and healthiest frites.,,,,
,NO PRIORITY,,,,,,,,,,,,,,,,,,,
,NO PRIORITY,Indiana University ,rapid rasoi,3/8/2025,3/3/2025,Open,demo-cookup-6,3/28/2025,90.00%,Rapid Rasoi,Dehli Tikka Masala,,Dale,,,,,,,
,B,Uncommon Ground,Swap,4/22/2025,4/21/2025,,demo-cookup-6,5/9/2025,75.00%,SWAP,,,Dale,,,Owner doesnt like change but chef loves swap,,,,
,A,3 Monkey's,McCrum,4/22/2025,4/21/2025,Open,Contacted-phone/email-2,,,McCrum,,,,,,,,,,
,D,A.Fusion,LTO-Q3 (2024),1/1/2025,12/30/2024,SOLD-7d,Contacted-phone/email-2,9/15/2024,100.00%,Kaufholds,Garlic,,Q,MFB,,Trying out 2 flavors (original& Jalapeno) w/ table tents,,,,
,NO PRIORITY,Baldwin Wallace,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,Will be going with the hot dog. ,,,,
,B,Blue Oyster,Poke,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,6/1/2025,25.00%,Annasea,Ahi Tuna,,Gary,MFB,,Sent USF CODES ON 150 items from 23 principals,,,,
,A,Century,HPS,1/13/2025,1/13/2025,Open,Contacted-phone/email-2,Mike Storei,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,NO PRIORITY,Curts Cafe,Vertical Acres,1/16/2025,1/13/2025,Open,Contacted-phone/email-2,2/17/2025,20.00%,VAF,Chef's Mix,,Michell,Website,,,,0,,
,NO PRIORITY,Curts Cafe,Land Lovers ,1/16/2025,1/13/2025,Open,Contacted-phone/email-2,2/17/2025,20.00%,Better Balance,Better Balance hot dogs,,Michell,Website,,,,0,,
,A,dirty franks,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
,NO PRIORITY,Fuel Nutrition,Annasea,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,12/28/2024,25.00%,Annasea,Ahi Tuna,,Brent,Walk-In,,,,0,,
,A,Gordon Food Service,Annasea bulk pack intro request,1/1/2025,12/30/2024,Open,Contacted-phone/email-2,1/3/2025,60.00%,Kaufholds,Unknown,3,Gary,Food Show,,Sent email to Heidi and Laura. Asked for warehouse slot owner and offered Lipari option. Initial probe.,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,6/1/2025,25.00%,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,6/1/2025,25.00%,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,6/1/2025,25.00%,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,6/1/2025,25.00%,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,A,Gordon Food Service,HPS ,1/7/2025,1/6/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,MFB,,,,A,,
,NO PRIORITY,Indiana University,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,,,
,A,Lipari,HPS,1/12/2025,1/13/2025,Open,Contacted-phone/email-2,Gary,MFB,Better Balance,Better Balance hot dogs,,Gary,,,,,A,,
